"","business_id","name","city","state","stars","review_count","categories","business_group"
"6184","b_6362","Morgan-Rose","Smithmouth","PA",2,157,"","A"
"11368","b_11706","Simpson Group","Carlyland","WA",4.8,292,"field","A"
"4274","b_4403","Zhang, Nichols and Santiago","Rojasport","DE",2.4,136,"bit","B"
"2066","b_2134","Wolf-Moore","Vegastad","WA",3.9,69,"make","B"
"19328","b_19920","Chan and Sons","Collinshaven","AZ",2.4,388,"dream, either, clearly","A"
"9924","b_10221","Chan, Henderson and Sanders","Langside","OR",3.9,225,"such, number, us","A"
"3783","b_3900","Smith-Mccarty","South Stevenfort","OK",2.7,28,"edge, task, something","B"
"9833","b_10127","Morgan PLC","Port Nicole","MA",4.4,221,"source","A"
"11612","b_11957","Dennis, Ruiz and Moore","Mariaview","ME",4.8,391,"brother, without","B"
"7455","b_7675","Shaw Inc","East Michael","NH",3.3,333,"north, during","A"
"11055","b_11385","Saunders-Henderson","North Michaelfort","",2.9,442,"along, pass","B"
"18035","b_18583","Fleming, Kennedy and Gibson","West Alexandra","KY",4.3,344,"sense, national, short","B"
"3358","b_3465","Barron-Hansen","East Justin","DC",3.8,174,"billion, large, group","A"
"2270","b_2340","Barnett and Sons","South Robinshire","UT",4,346,"","A"
"18094","b_18644","Johnson Ltd","Lake Coltonchester","NH",4.3,455,"baby, issue, front","B"
"10902","b_11225","Lewis-Ramirez","Port Laura","SC",2.7,399,"rich, west","B"
"5848","b_6023","Owen, Gregory and Gray","East Kennethfurt","WI",1.4,198,"society","B"
"17542","b_18074","Ellis, Brooks and Walls","Davidmouth","SC",1.3,281,"gun, item, read","A"
"11637","b_11982","Edwards-Johnson","Velezstad","LA",3.1,335,"itself, she","A"
"7016","b_7224","White-Cummings","South Nicole","KS",4.6,37,"difficult","A"
"8343","b_8590","Morris, Manning and Paul","Hutchinsonbury","VT",4.4,489,"kind, parent","B"
"8437","b_8688","Mahoney, Melton and Reed","East Jillville","AL",1.9,216,"help","A"
"10883","b_11206","Williams-Castro","East Kristinville","WY",4.1,358,"economic, ready","A"
"1425","b_1471","Nolan PLC","East Eugeneburgh","OR",4,451,"blood, east","B"
"14491","b_14933","Villanueva-Walton","Raymondberg","IN",2.4,94,"whether, ten, western","A"
"5430","b_5597","Wilkinson-Jacobs","West Wandamouth","MN",3.7,406,"meeting, character","B"
"17002","b_17512","Anderson-White","Vangburgh","MN",1.3,407,"participant","B"
"5197","b_5353","Holt-Gonzales","Feliciashire","IL",3.2,140,"music","A"
"1428","b_1474","Thompson PLC","South Kimberly","NH",2.3,377,"hard, budget, should","B"
"9153","b_9430","Guerra PLC","North Angelaview","VT",4.3,354,"claim","A"
"10373","b_10685","","Hillchester","HI",2.2,198,"child, activity","B"
"6061","b_6239","Kline-Gordon","North Austinfurt","SC",4.6,69,"feeling, plant","B"
"4748","b_4894","Fischer, Hatfield and Garner","Scottton","IL",2.5,213,"drop, choose, page","B"
"18875","b_19453","Ferguson-Long","Brandonburgh","NC",2.6,91,"around","A"
"11890","b_12242","Gamble, Johnston and Vega","New Mariatown","IA",4.4,124,"change, family, student","B"
"14654","b_15099","Singh, Lane and Barron","Tapiatown","SC",1.1,55,"deal, various, eye","A"
"10581","b_10898","Gonzalez, Holden and Murray","North Jamieburgh","NV",1.5,324,"year, skill, fast","A"
"2713","b_2795","Edwards, Roberts and Lopez","New Lisa","ME",3.4,201,"trouble, value, fall","A"
"12628","b_13003","Berry, Barnes and Khan","Chaseburgh","CO",2.5,274,"something, those","A"
"13661","b_14081","Romero-Young","Ryanburgh","VT",4.2,162,"finish, pressure, crime","B"
"16594","b_17091","Wolfe, Hunter and Barnes","Philipshire","ME",3.7,72,"education","B"
"3826","b_3945","Rodriguez-Walton","Michealmouth","IL",1.1,164,"evidence, something, through","A"
"11162","b_11497","Collins-Wheeler","South Richardmouth","OK",2.6,31,"cover","A"
"13251","b_13650","Gomez Group","Port Judithview","MT",2.8,459,"available, like","B"
"4208","b_4336","Gutierrez Inc","Ronaldland","NE",3.4,475,"conference, condition","B"
"1023","b_1058","Hernandez, Fletcher and Salinas","Ariaston","AR",2.9,83,"increase, school, late","B"
"13923","b_14353","Morales, Martinez and Thomas","Brooksfort","ME",2.4,187,"probably","B"
"18620","b_19187","Gonzalez Group","South Michaelville","NV",3.3,218,"song, news, light","A"
"13221","b_13619","Lewis, Morrison and Branch","Caseyville","KS",1.1,431,"ok, sound, front","A"
"13884","b_14312","Fisher Group","Richardsonburgh","SD",3.6,453,"catch","A"
"10146","b_10451","Perez, Perez and Flowers","Reedport","AZ",4.8,124,"audience, like","B"
"12627","b_13002","Garcia, Mills and Richard","Kathrynland","WV",4.8,225,"man","B"
"4074","b_4196","Taylor-Carter","Christopherfurt","MD",1.1,281,"argue","B"
"6385","b_6567","Green and Sons","Lake Frankmouth","UT",3.2,327,"","B"
"556","b_577","Miller-Meadows","Reedton","NH",4.7,359,"total, indicate","A"
"11008","b_11336","","North Paulaton","NJ",2.3,345,"head, and","B"
"3494","b_3604","Ingram, Peterson and Scott","Raymondfurt","NJ",1.9,240,"","B"
"12712","b_13087","Bryan Group","Thompsonfurt","IL",4.9,339,"military, thing, better","A"
"3661","b_3777","Johnson PLC","","AL",3.3,466,"strong, official, perform","B"
"4826","b_4972","Walker and Sons","Thompsonville","VA",3.1,166,"eight, forward","B"
"1741","b_1801","Mccoy and Sons","Robertville","IA",4,91,"dream, with","A"
"2943","b_3036","","North Ashley","AL",2.7,314,"similar, floor","A"
"11725","b_12073","Kennedy, Gregory and Hernandez","South John","AR",4.8,162,"whatever","A"
"8666","b_8927","Sherman-Patterson","Johnborough","MS",1.7,350,"per","A"
"14402","b_14842","James-Kim","North Robertberg","OR",1.9,271,"society, help","A"
"5170","b_5325","Evans-Morris","Louisfort","ME",3.3,19,"build, water","B"
"6026","b_6204","Long, Clark and Wallace","South Shawn","CA",1.4,52,"senior","A"
"6842","b_7042","Garcia, Reed and Lopez","Russellhaven","DE",3.6,134,"result, example","A"
"1861","b_1924","Ramos, Richardson and English","Brookeborough","DC",4.2,91,"medical, you","B"
"2712","b_2794","Camacho, Lowery and Leach","Griffinside","TX",2.7,210,"record, issue, require","A"
"387","b_399","Robertson-Willis","Fordland","AZ",4,453,"both, design","B"
"4896","b_5043","Smith Inc","Marcoside","OH",3.7,195,"only","B"
"15109","b_15566","Brown-Wright","Lake Timothyside","WA",3.1,258,"serious, whom, about","B"
"18692","b_19260","Peters, Maynard and Lee","West Nicholas","SD",2.6,80,"major, bill","A"
"6883","b_7084","Jackson-Arnold","Port Alexis","SD",3.6,198,"structure, after","B"
"7166","b_7377","Obrien, Mitchell and Leon","Lake Olivia","MI",2.6,152,"sea, outside, suggest","A"
"14261","b_14700","Stevenson-Estrada","Carterton","VT",5,41,"in, and, away","B"
"18416","b_18972","Keller-Jones","Meganton","DE",3.7,464,"add, wall, soldier","B"
"12475","b_12843","Clarke Ltd","East Williamchester","DE",1.6,40,"paper, wall","A"
"1115","b_1155","Roberts, Burke and Glenn","Lake Tylerfurt","NY",4,137,"enough","A"
"4224","b_4352","Hernandez LLC","East Nathaniel","MI",2.7,357,"especially","A"
"12828","b_13209","Miller, Johnson and Carter","Caldwellport","IN",4.4,28,"small","B"
"13686","b_14107","Johnson, Jones and Camacho","West Carolside","NY",2,275,"long","B"
"2296","b_2366","Calderon-Jimenez","Karenchester","VA",1.5,126,"eight, four, media","A"
"1320","b_1365","Ali, Johnson and Gomez","West Keithborough","WI",1.5,465,"add, notice, avoid","B"
"8338","b_8585","Jackson-Sanchez","South Victoria","AR",2.9,465,"although","B"
"16961","b_17467","Mcdonald-Huffman","Port Jennifer","GA",1.1,374,"staff, by, else","B"
"2745","b_2830","Humphrey, Merritt and Hernandez","Allenburgh","MS",2.9,31,"general","B"
"17104","b_17620","Harris, Cross and Evans","Ballardtown","MS",1.1,446,"foot, maybe, dark","B"
"11340","b_11677","Boone Ltd","Stewartton","NH",3.5,47,"fill","A"
"843","b_872","Mcgee LLC","New Tylerview","ID",3.6,482,"bag, star, off","A"
"17238","b_17757","Hernandez PLC","Kathrynberg","IN",3.4,479,"nor, general","B"
"18279","b_18833","Alvarez-Webb","New Ericburgh","OR",4.5,62,"or, challenge","A"
"8811","b_9077","Mcknight Inc","Wernerport","OK",4.1,437,"affect","A"
"11840","b_12191","Meadows Group","Pamelaburgh","WY",1.9,355,"former, politics, occur","B"
"10464","b_10780","Brown Inc","Roberthaven","NC",4.8,70,"budget","B"
"16897","b_17402","Moore, Snyder and Graham","Daniellefurt","AL",1.3,15,"clearly, task","B"
"12316","b_12680","Taylor-Aguirre","Gateston","MN",3.9,140,"that, most, box","A"
"19248","b_19838","Harris-Moore","Ashleyburgh","UT",1.6,333,"can, huge","A"
"7267","b_7481","Boyd-Harris","Stewartville","SC",1.6,184,"condition","B"
"16051","b_16533","Hines PLC","Nguyenbury","ME",1.6,433,"thank, risk, local","B"
"8639","b_8897","Garrett, Valenzuela and Khan","Adrianstad","GA",3.3,468,"same","A"
"8638","b_8896","Huang-Kent","Johnville","PA",2.3,49,"yourself","B"
"13193","b_13590","Hill, Henry and Marquez","East Robert","IL",1.9,20,"situation","B"
"1157","b_1198","Mueller-Dominguez","Lake Sheenaside","FL",4,54,"his","A"
"5895","b_6071","Green Group","East Maureenville","MO",2.2,376,"growth, ok","A"
"11163","b_11498","Hampton-Berry","East Cheyenne","SC",2.1,317,"official, both","A"
"3830","b_3949","Andrews, Turner and Cohen","Harveyborough","KS",1.9,454,"clearly, work, career","A"
"12511","b_12883","Brooks Inc","West Rachelburgh","WV",3,104,"environmental","B"
"9295","b_9574","Armstrong-Herring","Dunlaphaven","ND",2.5,202,"oil, or, personal","B"
"11537","b_11879","Cruz-Acosta","Moorechester","DE",4.4,394,"magazine, kitchen","A"
"5330","b_5493","Davis PLC","Timothyfort","SC",2.1,420,"whatever, bar, stay","B"
"4096","b_4219","Le Group","Suttonhaven","WA",2,103,"attorney, plant","B"
"5931","b_6108","Hayes, Fitzpatrick and Brown","Lake Blakeland","WI",1.8,393,"bed, north","B"
"5059","b_5213","Dennis-Freeman","Jamieshire","ID",4,38,"carry, kitchen","B"
"9701","b_9993","Porter, Rose and Olson","Lake Jennifer","KS",4.3,111,"huge, dinner, defense","A"
"15746","b_16222","Yang-Lewis","Hebertstad","AZ",2.3,426,"serious, you","B"
"14037","b_14469","Aguirre Ltd","South Christopherburgh","MI",1.9,322,"house, itself","B"
"10986","b_11313","Jones Inc","New Lisa","",4.8,57,"side","B"
"6003","b_6181","Mcbride Inc","","MT",1.8,314,"agree","B"
"17056","b_17570","Williams, Sanders and Hawkins","New Georgemouth","MS",4.7,157,"until, edge, color","A"
"8526","b_8780","Miller, Mitchell and Levy","West Pamelaland","IA",1.6,57,"reality, begin, we","A"
"14153","b_14589","Moore Ltd","Gonzalezside","KS",1.4,216,"keep","A"
"10158","b_10463","Gibson-Gould","Lake Stacy","OK",4.6,253,"also, growth, view","B"
"15160","b_15618","Mcintosh, Gibson and Alvarez","Nicolestad","DC",5,253,"person, in, security","B"
"4157","b_4283","Carter, Garcia and Bennett","South Amanda","FL",1.2,283,"simply, majority","A"
"9636","b_9926","Glover, Gomez and Woods","Smithton","MD",2.8,320,"up, Congress","B"
"16731","b_17231","Hernandez, Bailey and Fletcher","South Daniel","NJ",3.4,10,"population, they","B"
"3246","b_3348","Hansen-Williams","Justinport","OR",2.3,482,"great, threat","A"
"12777","b_13155","White Ltd","Reyesburgh","CT",1.2,333,"girl, book, move","A"
"4375","b_4506","Neal, James and Martin","Edwardschester","WV",3.9,407,"store, audience","A"
"11772","b_12121","","South Billybury","NJ",2.8,71,"where","A"
"4451","b_4584","Williams-Turner","Millerborough","AR",3.8,342,"edge","B"
"11367","b_11705","Rubio PLC","Reedmouth","AZ",3.5,496,"","B"
"5427","b_5594","Ross, Santos and Pineda","New Katelyn","TX",2.4,495,"entire, learn","B"
"488","b_505","Ramirez-Reed","Kevinborough","MA",1.7,104,"international","B"
"8194","b_8438","Conway-Carter","Lake Lori","WI",3.6,384,"morning, question","A"
"13266","b_13666","May-Ramirez","Kellerview","GA",2.8,32,"necessary, shake","A"
"16112","b_16595","Waters-Moore","","TN",1.2,52,"assume","B"
"10446","b_10762","Case, Gray and Wright","Port Johnfort","CO",3.8,320,"other, play, section","A"
"9264","b_9543","Price, Saunders and Wilson","North Lonnie","HI",2.9,474,"way, guy","A"
"18848","b_19425","Khan-Moore","South Coreychester","DC",2.8,107,"look","A"
"2139","b_2208","Meza, Perez and Mendoza","Lake Ann","IA",2.2,331,"road, international","B"
"11830","b_12181","","Raymondhaven","AZ",4.6,423,"very, that","A"
"17964","b_18509","Brock-Stone","West Scott","ID",2.6,432,"suffer, pass","B"
"16266","b_16753","Blanchard Inc","Moniquechester","NJ",2.9,104,"affect, military, most","B"
"16432","b_16921","Tapia Group","Lake Michelle","ME",1.7,248,"start, mention, finish","A"
"8726","b_8988","Torres, Garcia and Klein","New Robert","NJ",4.3,415,"about, daughter, and","A"
"16771","b_17273","Meyer Group","Candaceland","MT",2.4,293,"account, writer","B"
"4766","b_4912","Delacruz LLC","North Rebeccaborough","WI",3.1,453,"between","B"
"7548","b_7773","Bennett-Blackburn","Lake Angela","MO",2.3,337,"student","B"
"810","b_838","Hendricks-Fox","Kimberlyfort","SC",3.3,380,"force, pressure, late","B"
"6666","b_6858","Flores-Garcia","Gomezfort","CA",4.6,216,"real, though","B"
"7377","b_7595","Valencia PLC","Lake Curtisview","SD",5,378,"notice, call, soon","B"
"15326","b_15789","Freeman-Holmes","Shawnborough","PA",4.8,166,"return","B"
"15932","b_16412","Moore, Velazquez and Fields","Dariuschester","PA",3.8,229,"party, person",""
"16251","b_16738","Zimmerman Ltd","Gilesland","AZ",4.3,421,"school, pressure","B"
"13137","b_13533","Harris-Keller","Port Amanda","NV",2.2,413,"among, plan, live","B"
"3753","b_3870","Landry-Jones","South Latoya","DC",2.6,268,"parent","A"
"14926","b_15379","Woods-Moreno","Stewartbury","AL",1.8,315,"treatment, toward, treat","B"
"5948","b_6125","Wade Inc","Gutierrezmouth","MA",4.1,252,"mission, record, turn","B"
"604","b_627","Gomez-Bennett","Carsonstad","UT",4,58,"enjoy","A"
"4505","b_4640","Reynolds, Hall and Fernandez","Andersonshire","DE",4.8,329,"four, likely, we","A"
"1460","b_1508","Whitehead Ltd","South Karen","AZ",3.4,432,"down","A"
"15642","b_16116","Knight, Adams and Chapman","West Jenniferborough","VT",4.7,81,"not, address","A"
"14373","b_14813","Jackson, Martin and Duncan","Princebury","MI",2,32,"degree","B"
"11478","b_11818","Sharp-Wells","North Kenneth","RI",4,127,"","B"
"5435","b_5602","Harmon-Marshall","Rossstad","NV",1.5,333,"","B"
"17158","b_17674","Sanchez and Sons","Jennifershire","DC",3.3,421,"coach, candidate","B"
"9775","b_10068","Pierce and Sons","New Jonathan","AZ",3,258,"science, traditional, break","B"
"63","b_65","Keller-Marshall","Rebeccabury","IL",3.2,306,"federal","B"
"3956","b_4078","Leonard, Morales and Taylor","Port Katiefurt","HI",4.1,75,"woman, gas","A"
"9828","b_10122","Ward-Roberts","Chandlermouth","IA",4.6,109,"measure, what","B"
"7309","b_7526","Brady Group","Norrismouth","CO",3.3,465,"three, keep","A"
"8821","b_9087","Scott Inc","","ND",4.9,365,"think, expert, various","B"
"5634","b_5805","Vargas-Livingston","Port Brendaland","",1.4,452,"trial, community, politics","B"
"5283","b_5442","Ramirez, Cannon and Nielsen","Port Cynthiaton","WI",1.5,217,"similar, send, road","A"
"3505","b_3615","Watson Ltd","","MI",1.3,417,"star, yourself, experience","A"
"9184","b_9462","Anderson, Floyd and Smith","Sharonhaven","WY",3.9,297,"garden, matter, late","A"
"2832","b_2920","Watson-Stokes","Davidport","WV",2.3,94,"guy","B"
"12374","b_12739","Sanchez, Lee and Pruitt","","WA",4,42,"quite, me, door",""
"11045","b_11375","Washington, Stephenson and Ferguson","Laneshire","GA",2.8,69,"shake, them","A"
"5152","b_5307","Davis, Booth and Lyons","Port Danielle","DE",2.6,23,"education","A"
"9249","b_9527","Hull, Thomas and Bates","New Ross","MO",1.4,123,"charge, group","A"
"4637","b_4777","Coleman and Sons","New Jameston","IN",2.2,498,"huge","A"
"8531","b_8785","Hatfield, Marshall and Hill","South Jasonburgh","MN",2.9,104,"note","A"
"17506","b_18037","Wood, Jones and Shaw","Michaelborough","ID",3.8,141,"long","A"
"7839","b_8074","Taylor PLC","Caitlinchester","MD",4.3,88,"","B"
"9021","b_9293","White, Sutton and Becker","South Danielville","IN",3.3,386,"community, action, term","B"
"7888","b_8124","Jones-Martinez","Ayalaville","AZ",2.1,172,"ask","B"
"4343","b_4473","Melton, Williams and Jackson","Hurstville","SC",2.4,430,"hour, billion","A"
"10329","b_10641","Santos-Stone","Wyattmouth","PA",4.6,471,"product","A"
"14096","b_14531","Martin, Proctor and Fuller","Joshuafort","TX",4.9,487,"myself, continue","A"
"17191","b_17708","Newman PLC","New Ronald","CT",4.5,306,"herself, dinner, future","A"
"3503","b_3613","Gilbert-Walker","Fernandochester","MA",4.2,432,"international, affect, across","A"
"8423","b_8673","Bullock, Ortega and Keith","West Julia","CT",1.9,267,"water, center","B"
"14268","b_14708","Long-Gillespie","Wardburgh","HI",2.1,23,"simply, effort","B"
"16198","b_16684","Rios Group","Courtneymouth","DC",2.1,443,"","A"
"9204","b_9482","Erickson-Sullivan","Port Anthony","SC",3.5,168,"language, job, over","B"
"16744","b_17246","","","VA",1,220,"life, trade, structure","B"
"8772","b_9035","Burton-Rivera","Ginafurt","NV",3.9,269,"quality, film, best","B"
"4483","b_4618","Lewis-Jackson","Jenniferchester","MN",2.2,392,"rest","B"
"18163","b_18716","Reyes, Carter and Abbott","Lake Terri","AL",3.1,216,"citizen, mean","B"
"2289","b_2359","Serrano, Hicks and Marshall","East James","CT",1.6,38,"they, class, effect","B"
"143","b_149","Jackson-Tucker","South Paul","GA",2.1,103,"your, prevent, guess","A"
"10838","b_11160","Solomon PLC","Lake Donald","NV",2,392,"price, social, early","B"
"9983","b_10285","Payne, Jones and Conley","Johnsonborough","CA",1.4,471,"leave, financial","A"
"3602","b_3717","Horn, Moore and Shields","New Kimberly","UT",1.3,157,"rule, security, can","A"
"13452","b_13861","Evans-Preston","Bryantton","AK",2.2,112,"cause, common","A"
"6775","b_6972","Jones, Church and Ortiz","West Jimmyport","MS",1.2,185,"special, international","A"
"932","b_964","Garcia-Johnson","Suarezton","AK",2.2,35,"effect","B"
"18030","b_18578","Odom PLC","New Lindsey","AZ",1.5,466,"poor","B"
"8378","b_8625","Foster-Taylor","South Joshua","OR",3.4,65,"cause","B"
"9116","b_9391","Kramer Ltd","Kylemouth","KY",5,42,"instead, lay, my","A"
"16747","b_17249","Solis, Johnson and Powell","New Nicole","MS",4.9,482,"again","B"
"3641","b_3757","Sheppard Ltd","Perezshire","IL",2.4,293,"cold, whatever, by","A"
"7564","b_7790","Carr Ltd","South Conniefort","MN",3.2,104,"message, name","A"
"6506","b_6694","Contreras PLC","Aaronville","WI",3.2,442,"four, amount, occur","A"
"12736","b_13112","Lawrence, Fletcher and Ortiz","Meyerview","WI",1.4,495,"area","B"
"895","b_926","Russell, Brown and Rodriguez","Port Daniel","",2.1,377,"at, cup","A"
"3886","b_4005","Lopez LLC","East Travishaven","NY",2.1,454,"true, power, drive","B"
"3770","b_3887","Morales Ltd","Riceville","HI",3.5,79,"whose, event, else","A"
"18468","b_19027","Mcclain-Carroll","Kristinachester","PA",3.5,240,"prove, few","B"
"13088","b_13481","Villarreal-Stanley","Shawhaven","ME",1,438,"little","A"
"6654","b_6846","Benjamin, White and Davis","Kirbyfurt","AR",2.7,337,"situation","A"
"17295","b_17820","Peters-Douglas","New Rachel","WV",4.3,269,"cost, station, billion","B"
"187","b_193","Jensen PLC","West Jonathan","OK",3.5,401,"tend, feel","B"
"3130","b_3228","Matthews-Vargas","Lake Kristen","FL",1.4,207,"seven, assume, full","A"
"218","b_224","Morris-Taylor","South Joseph","OH",2.1,300,"traditional, participant, drop",""
"15851","b_16328","Delgado LLC","Robertton","MI",3.8,245,"size","B"
"15927","b_16407","Torres-Sanchez","Port Markville","TN",1.8,49,"ever",""
"16576","b_17072","Alexander Inc","North Laurie","CO",3.5,433,"cup, father, race",""
"16884","b_17389","Mcguire Ltd","Waltersmouth","NM",1.9,248,"skin, today","A"
"5239","b_5397","Green-Roberts","Caseyhaven","",2.8,186,"hard, sing","B"
"14154","b_14590","Moore-James","Reginatown","ID",3.9,391,"garden, firm, east","A"
"8419","b_8669","Davis, Terry and Kim","Dwayneshire","CT",4.2,496,"paper, southern, box","B"
"14460","b_14902","Smith-Harrison","Kathleentown","AK",1.3,422,"anything, price, local","B"
"2569","b_2647","Hernandez Ltd","Lake Andretown","TX",3,331,"ability, certainly, thus","A"
"10470","b_10786","Johnston, Brown and Hall","West Andrea","NC",1.9,16,"capital, parent","A"
"2179","b_2248","Woods Inc","Port Michael","MO",3.4,11,"box, everybody","A"
"8310","b_8557","Thomas-Morris","South Brooke","VT",3.4,350,"follow","A"
"7786","b_8019","","Fordshire","MI",4.6,379,"other","B"
"4302","b_4432","Anderson-Martinez","West Joseph","ID",2.9,200,"its","A"
"8459","b_8710","Morales-Mills","North Williamside","RI",4.2,273,"style, walk","A"
"17337","b_17864","Webster-Johnson","Trevorberg","IN",4.2,191,"parent, perhaps","B"
"4943","b_5095","Klein, Yu and Moore","East Lisaville","WY",2.8,172,"","A"
"18280","b_18834","Johnson PLC","Velasquezview","MN",3.2,242,"both","B"
"15963","b_16443","Martinez and Sons","Veronicaside","IA",3.8,321,"major, lead","B"
"4828","b_4974","Shaw Ltd","Turnermouth","MO",2,53,"over","A"
"7403","b_7622","Sandoval, Montgomery and Lozano","South Codyborough","TN",1.6,445,"size, apply, fast","A"
"1096","b_1134","Mayo, Fox and Rodriguez","Warrenview","KS",3.7,24,"","B"
"6206","b_6384","Johnson-Haas","Michellemouth","NJ",2.8,200,"not","A"
"9502","b_9790","Lane Group","Lake Darrenfort","WY",2,358,"seven","A"
"14247","b_14686","Santana, Miller and Castillo","Lake Maryfort","IL",2.4,297,"receive, sort","B"
"5230","b_5387","Hunt LLC","East Daniel","DE",4.9,257,"the, need","B"
"6017","b_6195","Cruz, Evans and Daugherty","Guzmanbury","AL",1.6,341,"capital","B"
"9681","b_9973","Shelton-Copeland","Lorihaven","AR",1.2,229,"team","B"
"17302","b_17828","Henson Ltd","Wilsonborough","DC",2.4,253,"picture, nor","A"
"15466","b_15935","Hendricks, Johnston and Barrett","New Lindafort","WA",1.1,117,"take, especially","A"
"19209","b_19798","","Kevinland","CO",4.4,191,"member, break","A"
"14220","b_14658","Green-Carter","Gomezland","CT",1.9,174,"work, follow","B"
"19307","b_19899","Mcintyre-Banks","Hallfort","MD",2.3,356,"occur","B"
"6355","b_6536","Baker, Proctor and Murphy","Port Kristopher","CO",3.7,269,"station, continue, senior","B"
"14699","b_15145","Miller-Terry","Ryanburgh","MA",5,348,"value","A"
"14839","b_15290","Austin-Baker","West Michael","CO",2.4,14,"above","A"
"12039","b_12400","Rowland and Sons","Arthurshire","AK",4,354,"quickly","B"
"16146","b_16629","Lewis-Smith","New Sherriborough","OK",2.1,480,"assume, exist, sister","A"
"2103","b_2171","Williams-Lewis","East Benjaminhaven","LA",1.3,411,"mean, list, less","B"
"5004","b_5156","Guerrero-Schmidt","Kentborough","KS",1.7,46,"push, play","B"
"863","b_892","Gomez Group","Burkeshire","CA",4.3,199,"question, write, doctor","B"
"1323","b_1368","Sanchez-Johnson","North Kevin","DE",1.7,144,"ground, nothing","B"
"8486","b_8737","Woods-Wall","East Erik","FL",1.3,99,"meeting, performance, blood","A"
"7366","b_7584","Walker and Sons","West Jeffreyshire","NC",3.1,323,"","B"
"15039","b_15496","Fischer-Nguyen","","NE",2.6,175,"run, seek","B"
"15190","b_15648","Perry and Sons","Margaretborough","MS",1.8,155,"star, medical","B"
"9111","b_9385","Conley Group","South Catherine","OK",4.5,388,"cultural, relationship","B"
"17906","b_18450","Clark-Garcia","East Lee","KY",1.6,423,"sell, six, worker","B"
"9811","b_10105","Lopez, Johnson and Brown","Arthurmouth","MA",1.9,73,"yourself, pick, political","B"
"9339","b_9619","Lara Inc","Cindyburgh","DE",1.8,204,"rock, answer, choice","A"
"1725","b_1783","Alvarado-Lyons","New Peter","CO",3.5,389,"sort, along, push","A"
"6962","b_7168","Moore, Smith and Barron","Proctorshire","TN",2,295,"artist, kitchen","A"
"19222","b_19811","James-Ramirez","Schroederbury","WI",5,441,"this","B"
"475","b_491","Johnson, Macdonald and Norris","Alexanderburgh","OH",3.5,46,"consumer, simply, data","A"
"17886","b_18430","Brooks, Reed and Morgan","Port Gregoryview","IL",4.8,54,"choose","B"
"6224","b_6403","Mora, Hammond and Harmon","Brandonbury","WV",4.5,246,"exactly","B"
"6134","b_6312","Foster PLC","North April","WV",3.7,321,"once, garden","A"
"5906","b_6082","Roberts-Goodwin","West Bryanview","ME",2.5,38,"community, chair, second","B"
"12131","b_12494","Smith LLC","Tracyton","ND",1.3,28,"hit","A"
"19390","b_19987","Young, Palmer and Taylor","Maldonadochester","IN",4.2,82,"vote, police, hit","B"
"5677","b_5849","Williams PLC","New Brookefort","FL",3,28,"art","A"
"16311","b_16799","Vazquez LLC","West Tina","OH",4.6,113,"scene, throw","B"
"7204","b_7417","Jones-Fox","Juliashire","FL",1.7,243,"have, tonight","A"
"1356","b_1401","Tate Inc","Davidmouth","DE",1.7,105,"professional","B"
"1672","b_1729","Nixon, Brock and Glenn","Allisonfurt","GA",3.5,405,"event","B"
"3835","b_3954","Russell Ltd","Amandaview","LA",1.9,156,"indeed","B"
"15517","b_15989","Davis-Anthony","New Madisonhaven","KS",3.1,433,"pick",""
"2238","b_2308","Day-Perez","Weekshaven","AL",1.5,386,"avoid, that, say","A"
"8361","b_8608","Chambers, Miller and Hughes","East Johnburgh","MA",3.6,493,"ever, example","A"
"3870","b_3989","Mcgee, Williams and Lopez","West Sarahmouth","WY",4.5,478,"over, smile, agency","B"
"5899","b_6075","Terry, Schroeder and Ochoa","Wilcoxland","AZ",1.1,73,"new, fact","B"
"265","b_274","","Josephton","ME",3,405,"kind, lawyer","A"
"11417","b_11757","Myers, Williams and Lewis","Robinsonberg","MS",4.4,430,"their, probably","A"
"15893","b_16373","Melton and Sons","Cunninghambury","VA",2.7,109,"skill","A"
"5068","b_5222","Lucas LLC","South Stephanieton","PA",1.7,386,"Republican, not, economic","B"
"11143","b_11477","Ramirez, Best and Davidson","","DE",3.9,470,"then, media, process","A"
"5357","b_5521","Browning-Roberts","Diaztown","NC",3.3,303,"field, reflect, through","A"
"4392","b_4523","Sutton-Gallegos","Annaborough","WA",3.4,434,"road, together","A"
"3761","b_3878","Floyd LLC","","KS",3.2,365,"nearly","B"
"10922","b_11246","Hughes, Elliott and Green","South Lawrence","WY",2.9,324,"morning, mention","B"
"18244","b_18797","Erickson and Sons","Meaganside","OK",4.6,464,"policy, decade, stand","A"
"10603","b_10920","Moore LLC","North Dylan","GA",3.9,136,"year","B"
"5358","b_5522","Morrison, Joyce and Bryan","Dawnstad","IL",3.6,460,"ok, include, movement","B"
"14337","b_14777","Walker, Owens and Hartman","","WA",1.1,454,"notice, Democrat, determine","A"
"14341","b_14781","Bailey, Miller and Smith","Port Sallyton","NY",4.8,343,"those","B"
"6953","b_7159","Mcbride-Torres","Smithbury","SC",3.3,364,"seem, nature, administration","A"
"7657","b_7887","Torres, Parker and Davis","Lake Andres","ID",2.6,246,"sure, middle","B"
"15209","b_15668","Rodriguez, Johnson and Mcdonald","New Ianfurt","",3.5,13,"reduce","A"
"8471","b_8722","Murray Ltd","Beckerton","TN",1.9,430,"","A"
