"","business_id","name","city","state","stars","review_count","categories","business_group"
"18270","b_18824","Pruitt, Rice and Jones","North Kelsey","NY",3.7,17,"relate, he, international","A"
"18272","b_18826","Ruiz, Rhodes and Lee","Jenniferville","CO",3.8,327,"everything, road, she","B"
"18274","b_18828","Holland Inc","South Jessicaburgh","MA",4.5,172,"together, position, certainly","B"
"18277","b_18831","Warner-Lopez","Clementsstad","TX",3.1,414,"special, even, interview","B"
"18278","b_18832","Williams, Ward and Calhoun","West Darren","NJ",2.1,242,"might, for","A"
"18281","b_18835","Jacobson, Tapia and Johnson","New David","WI",4.6,447,"glass, herself","A"
"18282","b_18836","Larson-Gomez","Lake Franciscoport","IA",1.2,351,"not, act, of","B"
"18283","b_18837","Clark Inc","Johnnyton","IN",2.6,180,"during, move","A"
"18285","b_18839","Davis Group","Port Johnfurt","VA",2,448,"tax","B"
"18286","b_18840","Booker, Moore and Cline","Robertfort","MN",4.8,53,"start, resource","B"
"18287","b_18841","Martin-Allen","Port Kennethfurt","LA",4.8,100,"party, size, whose","B"
"18288","b_18842","Mills Group","New Chadberg","MT",4.5,205,"main, man, perhaps","A"
"18291","b_18846","","Angelaside","ID",4.1,101,"action","A"
"18292","b_18847","Hooper Inc","South Lawrencestad","DC",3.5,256,"same, once","B"
"18294","b_18849","Peterson-Rivera","Port Christophermouth","WA",3.7,451,"scientist","B"
"18297","b_18852","Hubbard Ltd","Whiteview","IA",1.6,240,"skin","A"
"18299","b_18854","Brown-Jackson","Annaberg","LA",2.5,197,"second, read","B"
"18301","b_18856","Henderson-White","Nelsonmouth","OK",1.6,422,"reason, large, something","B"
"18302","b_18857","Mitchell, Garcia and Kelly","Anthonyfurt","SD",4.9,177,"age, your, nor","A"
"18303","b_18858","Horton PLC","Port Natalie","IL",2.3,464,"thing","B"
"18304","b_18859","Walker Inc","Joshuaside","OH",2.7,273,"direction, door","A"
"18305","b_18860","Leon-Smith","Port Cassidy","ND",2.1,114,"Mr","B"
"18306","b_18861","Hernandez PLC","Harttown","CO",3.3,490,"case, me, probably","B"
"18308","b_18863","Black and Sons","Nataliebury","AL",1.6,428,"process","A"
"18311","b_18866","Alvarez, Lopez and Williams","Port Larryview","ID",1.9,388,"all, reveal","A"
"18314","b_18869","Kelly-Donaldson","South Brandonfort","MN",2.7,283,"travel, fear","A"
"18315","b_18870","Mooney-Campos","North Christopher","ND",1.1,452,"school, never","B"
"18316","b_18871","Brown PLC","Bradberg","KY",2.4,239,"among, fly","B"
"18317","b_18872","Howard LLC","Jenningsborough","",3.8,226,"deal, safe",""
"18318","b_18873","Parsons, Moreno and Lozano","Lake Kaitlynville","SC",1.4,43,"what, huge","B"
"18319","b_18874","Sutton-Hudson","Trevorchester","WA",4.6,397,"century, teacher","B"
"18321","b_18876","Lewis, Reeves and Rodriguez","Jamesville","NY",1.4,392,"collection, moment, suffer","B"
"18326","b_18881","Tapia-Garcia","Ballardburgh","WA",2.6,55,"find","A"
"18329","b_18884","Johnson-Frank","North Kellymouth","IL",4.3,249,"cultural, impact, simple","B"
"18331","b_18886","Beard-Clark","Dominiqueville","SC",2.4,237,"blood, later, hit","B"
"18332","b_18887","Freeman Inc","South Brianfort","WI",3.9,230,"head","A"
"18334","b_18889","Randolph-Kirk","Bennettberg","UT",1.4,175,"decision, start, middle","A"
"18335","b_18890","Barnett-Harris","West Ericaview","WV",2.2,82,"cost, daughter, wonder","A"
"18336","b_18891","Johnson-Brown","Thomasmouth","MN",2.9,234,"area, teacher","A"
"18338","b_18893","Weiss-Huff","Stevenshire","",3.2,90,"spring, point, data","A"
"18340","b_18895","Copeland Group","Bryanchester","FL",3.7,224,"sport, possible","A"
"18341","b_18896","Rice-Gonzalez","Meyerland","NY",3.6,173,"accept, brother, one",""
"18342","b_18897","","Williamstad","MO",3.3,399,"campaign, require","B"
"18343","b_18898","Hart Group","Lake Thomasmouth","OR",1.5,249,"four","B"
"18344","b_18899","White-Perkins","South Alexanderburgh","HI",2.9,432,"teach, support","A"
"18345","b_18900","Graham-Ford","Jamesville","KS",2.4,422,"another","B"
"18346","b_18901","Simpson and Sons","Markmouth","NH",3,420,"",""
"18347","b_18902","Martin-Alvarado","Wilsonmouth","AR",4.7,78,"suddenly","A"
"18348","b_18903","Bradford-Krueger","Reyestown","NJ",2.9,146,"fly, gas, different","B"
"18349","b_18904","Tyler, Mueller and Robles","","OR",1.1,161,"garden, decision, television","A"
"18350","b_18905","Thomas, Mooney and Guzman","Brooksborough","NC",2.8,456,"provide, whom","B"
"18351","b_18906","Ochoa-Rodriguez","North Eric","IA",4.3,412,"firm, adult","A"
"18352","b_18907","Gordon LLC","Kingborough","AK",4.1,106,"model, travel, network","B"
"18353","b_18909","Johnson, Esparza and Cruz","Carterfurt","MS",2,167,"training","A"
"18356","b_18912","Townsend LLC","Howardbury","MO",5,253,"spend, should","B"
"18357","b_18913","Swanson, Reed and Stewart","","MN",3.6,128,"stand, product, western","A"
"18359","b_18915","Holt, Davenport and Anderson","East Danielstad","KY",3,297,"bad, room, allow",""
"18361","b_18917","Morton Inc","Lake Nicole","IA",4.3,74,"start, billion, police","A"
"18363","b_18919","","Combsborough","OK",5,94,"part","B"
"18364","b_18920","Taylor, Carey and Murphy","East April","NE",2.8,424,"run, sure","A"
"18366","b_18922","Little-Smith","New Susan","IL",3.7,471,"attorney, according, carry","A"
"18367","b_18923","Collins, Zamora and Massey","Garciaborough","NE",1.2,291,"collection","A"
"18368","b_18924","Davis, George and Torres","Kimberlychester","OH",2,159,"building, next","B"
"18369","b_18925","Carpenter, Zamora and Gonzalez","Wyattview","KY",2.4,427,"later, cause, hard","A"
"18372","b_18928","Todd-Knight","East Jasonfort","CO",1.1,278,"","A"
"18373","b_18929","Sullivan-Stuart","Port Jenniferstad","OR",3.5,264,"top, environmental, general","B"
"18374","b_18930","Herring, Taylor and Compton","Nelsonstad","IN",2.6,233,"successful, responsibility, five","A"
"18375","b_18931","Blevins, Lawrence and Casey","Port Kimberly","KY",4.7,64,"really, for, support","A"
"18376","b_18932","Walter, Rodriguez and Logan","Shelbybury","MI",3,145,"fly","A"
"18378","b_18934","Vance-Patrick","","ND",1.9,415,"any, want","A"
"18380","b_18936","Griffin-Wilson","Lake Brittany","SD",3.9,498,"important","A"
"18382","b_18938","Maxwell, Lopez and Park","Whitebury","IL",1.1,93,"enjoy, brother","A"
"18383","b_18939","Olson Group","Marybury","SD",2.8,414,"including, may","B"
"18384","b_18940","","West Michael","ME",3.7,363,"operation, scene","A"
"18385","b_18941","Faulkner-Conway","West Ryanside","MN",1.4,186,"dog","A"
"18388","b_18944","Lucas-Osborne","Cherylbury","CO",2.7,44,"eight, you","B"
"18391","b_18947","Ramirez, Thompson and Taylor","Pamelamouth","TX",3.9,135,"defense, number, benefit","B"
"18395","b_18951","Hayes Inc","Natashaview","NH",1.5,23,"chair","B"
"18396","b_18952","Barrett, Murphy and Clark","West Ronald","WA",4.6,83,"nor, radio, economy","B"
"18397","b_18953","Ramirez, Miller and Reyes","West Monicaside","VT",3.8,61,"through","A"
"18398","b_18954","Walker-Hurley","Port Hannahhaven","ND",2,371,"nor","B"
"18399","b_18955","Michael, Smith and Mcdaniel","Nelsonville","DC",4.6,216,"collection","A"
"18401","b_18957","Harmon LLC","Sloanmouth","HI",4.3,52,"street","A"
"18403","b_18959","Brown, Mendoza and Zimmerman","Lake Edwardborough","CA",4.4,451,"author, later","B"
"18404","b_18960","Griffith and Sons","Port Cheryl","NJ",3.5,12,"peace","B"
"18406","b_18962","Kline, Henry and Burns","Jamesberg","AK",3.6,438,"candidate, pick","B"
"18407","b_18963","Hunt Ltd","Edwardville","NJ",1.8,104,"money","B"
"18408","b_18964","Booth, Jackson and Jones","Dunnberg","CA",2.6,404,"box, prove, student","A"
"18409","b_18965","Mendoza LLC","","SD",1.7,247,"everybody","A"
"18410","b_18966","Garcia-Suarez","Craigfurt","KY",1.1,176,"modern","A"
"18412","b_18968","Brown-Nguyen","East Jenniferborough","MI",3.1,216,"sport","A"
"18413","b_18969","Watts, Newman and Davis","Lake Robertside","VT",2.9,239,"every, hour","A"
"18414","b_18970","Myers Inc","Glennborough","VA",3,413,"including, deep, morning","B"
"18415","b_18971","Rodriguez, Perez and Shelton","North Kevin","KY",2,223,"artist, technology","A"
"18417","b_18973","York-Simmons","East Denisehaven","HI",3.8,65,"seat, throughout","B"
"18420","b_18976","Gregory-Smith","South Tonya","MI",3.6,141,"real, by, such","A"
"18423","b_18979","Maxwell-Williams","Kochville","SD",1,162,"picture, factor","A"
"18424","b_18980","Blair Inc","Port Terrifort","OH",4.5,440,"degree","A"
"18425","b_18981","Ward-Bass","North Justin","VA",4.3,492,"watch, town, doctor","B"
"18426","b_18982","Sampson PLC","Heathtown","PA",1.5,494,"including","A"
"18429","b_18985","Solis PLC","Port Heather","NJ",3.6,293,"class, customer","A"
"18430","b_18987","Combs Group","New Justin","ID",1.6,490,"collection, upon, recent","A"
"18432","b_18989","Thompson-Green","Johnstad","MA",1.4,199,"relate, law","B"
"18434","b_18991","Cisneros, Lucas and Foster","New Laura","ND",1.1,352,"personal, sort, store",""
"18435","b_18992","","Joelfort","CO",4.6,439,"capital, at, dog","A"
"18436","b_18993","Hudson-Rojas","Jessicatown","MO",3.1,212,"idea, main, include","B"
"18437","b_18994","Price-Saunders","East Andreabury","WI",4.4,183,"","A"
"18438","b_18995","Cortez, Fischer and Jones","Mitchellshire","CA",1.2,177,"civil, wife, trouble","A"
"18440","b_18997","Reynolds-Foster","North Joseph","MO",2,43,"area, during, avoid","A"
"18441","b_18998","Davis-Larson","Patriciaton","RI",2.5,480,"nature","A"
"18442","b_18999","Rice-Rodriguez","Terryside","UT",4.2,403,"better","A"
"18443","b_19000","Jackson-Anderson","Paulport","LA",2.5,238,"glass, skill, phone","B"
"18446","b_19003","Brown, Johnson and Bush","Sandramouth","OK",1.3,124,"go","A"
"18450","b_19008","Phillips Group","North Kennethhaven","TN",1.5,289,"tend, three","A"
"18451","b_19009","Caldwell-White","East Robertmouth","FL",1.6,187,"again, agency","B"
"18452","b_19010","Mullen, Suarez and Barnes","Henryborough","NV",4,222,"both","A"
"18453","b_19011","Smith-Buchanan","North Brenda","NJ",3.9,369,"answer","A"
"18457","b_19016","Cordova LLC","North Maryville","OK",1,81,"four, understand, on",""
"18458","b_19017","Hodges-Walker","East Jonathanville","AL",1.9,231,"some, voice, avoid","A"
"18459","b_19018","Price Ltd","Delgadostad","GA",2.7,351,"college","A"
"18460","b_19019","Hill-Green","Dylanchester","SD",1.5,224,"under, you","A"
"18463","b_19022","Morgan LLC","South Dustin","AL",3.3,457,"better, long, offer","A"
"18464","b_19023","Vasquez, Diaz and Hensley","Goodville","HI",4.7,165,"group, whose, attention","B"
"18465","b_19024","Weaver-Rose","Rhondamouth","OR",2.4,231,"class, job","B"
"18467","b_19026","Carter, Peters and Sims","South Jaclynmouth","",1.8,339,"executive",""
"18470","b_19029","Marshall-Morales","West Jackmouth","FL",1,151,"break","A"
"18471","b_19030","Morgan-Mccoy","New Leslieport","MS",4.7,367,"worry","B"
"18472","b_19031","Shannon, Tucker and Harris","Fuentesland","MI",3.2,403,"factor, effort, art","A"
"18473","b_19032","Small Group","New Steven","RI",4.7,426,"certainly, himself","B"
"18474","b_19033","Rose-Merritt","Jacobfort","DC",2.3,84,"speak, church, once","B"
"18476","b_19035","Taylor, Reed and Howard","Steventon","MN",2.6,399,"particularly","B"
"18478","b_19037","Phillips-Holt","Christinachester","SC",3.3,429,"local, care, factor","B"
"18480","b_19039","Dillon and Sons","Andersonmouth","PA",1.1,326,"eye, challenge, foot","A"
"18482","b_19041","Bell, Schroeder and Young","South Aaronbury","WV",2.3,467,"although, coach","A"
"18485","b_19044","Evans-Baker","Kellystad","MO",3,206,"bit, brother","B"
"18486","b_19045","Benson, Olson and Jones","Wyattmouth","MT",1.5,348,"however, message, appear","A"
"18487","b_19046","Dominguez-Wallace","Leeville","UT",1.8,208,"term, focus","B"
"18488","b_19048","Lynch Inc","East Elizabethton","NV",2.6,316,"memory, wind, push","A"
"18489","b_19049","Fowler PLC","South Ginachester","MO",2.3,435,"thousand, home, special","B"
"18490","b_19050","Moss-Hernandez","South Michael","AK",1.6,156,"get, improve","B"
"18491","b_19051","Garrison, Clements and Arnold","Geoffreyfurt","PA",1,71,"","A"
"18492","b_19052","Clark-Turner","Derrickview","OR",4.9,468,"after, argue","B"
"18493","b_19053","Carpenter, Taylor and Hanson","Danielleport","MA",4.8,76,"parent, one","B"
"18494","b_19054","Lynch, Hart and Salinas","Matthewburgh","AL",2.9,39,"three","B"
"18495","b_19055","Rivera, Greene and Sparks","Clarkhaven","UT",5,116,"side, paper, child","A"
"18497","b_19057","Lambert, Nash and Cole","Banksland","MT",1.3,399,"appear, economy, shake","A"
"18498","b_19058","Hale, Klein and Schneider","Timothyborough","IA",1.5,376,"anything","A"
"18499","b_19059","Landry-Valenzuela","Timothyfort","DC",4.7,492,"save, ground","A"
"18502","b_19062","Anderson-Johnson","Lake Courtney","DC",4.6,20,"save","A"
"18503","b_19063","White Inc","Briannaborough","TX",2.8,81,"stock, oil, consider","B"
"18504","b_19064","Fuentes-Ware","Danielmouth","NC",1.2,356,"clear","B"
"18505","b_19065","Richards-Marshall","Port Dana","SC",1.8,262,"tree, site, indicate","A"
"18508","b_19068","Campos Group","East Stephaniefort","ME",2.6,384,"break, right","A"
"18510","b_19070","Melendez PLC","New Rebeccatown","NC",1.7,224,"detail, as","A"
"18513","b_19073","Gomez PLC","Vasquezchester","KY",2.9,428,"former, college, fly","B"
"18516","b_19076","Conrad PLC","Natashafurt","MA",4.7,182,"trip, Congress, message","B"
"18517","b_19077","Hansen Group","New Bryanhaven","RI",1.4,298,"fight","B"
"18518","b_19078","Rivas-Moore","Carrietown","MD",1.4,243,"forward, morning","B"
"18520","b_19080","Williams, Williams and Hansen","East Matthewstad","NJ",3,455,"fight","B"
"18521","b_19081","Ruiz-Sharp","Mooreville","MT",4.1,430,"area","A"
"18522","b_19082","Baker-Shea","West Dawnshire","ID",1.9,154,"ready, hit, also","B"
"18523","b_19083","Perez LLC","East Jacobhaven","CO",4.3,31,"must","A"
"18524","b_19084","Pena-Maldonado","Lake Katie","KY",4.7,87,"speak, live, local","B"
"18525","b_19085","Hayes, Salas and Harvey","","OK",3.5,239,"gas, environment, beautiful","B"
"18526","b_19086","Thompson, Moore and Adams","Port Jessicaborough","OH",1.4,169,"method","A"
"18528","b_19089","Cortez Group","New Dennisville","WY",4,157,"interest","B"
"18529","b_19090","Quinn, Jones and Camacho","South Tinaville","SD",1.1,159,"hour, executive","A"
"18530","b_19092","Reed, Morris and Lopez","North Tracymouth","HI",1.6,447,"","A"
"18532","b_19094","Burke-Thomas","West Daniel","MD",3.3,270,"blue, evidence, list","A"
"18535","b_19097","Hart Inc","East Andrew","TN",3.4,439,"feeling, thus, couple","A"
"18536","b_19098","Watson Inc","Grantview","DE",1.4,144,"employee, public","A"
"18540","b_19102","Butler Group","Carrollshire","RI",3.4,274,"size, debate","A"
"18545","b_19107","Roman-Mcfarland","Jaredstad","NY",1.1,388,"yet, yet","A"
"18548","b_19110","Glenn, Hoover and Madden","Port Kathrynfort","MI",3,378,"at, audience, generation","B"
"18549","b_19111","Smith-Johnston","Meghanburgh","WV",2.5,180,"late","B"
"18551","b_19114","Jones, Nguyen and Flores","South Amanda","TN",2.4,375,"probably, particularly","B"
"18553","b_19117","","Amyshire","PA",1.7,318,"two, meet, commercial",""
"18554","b_19118","Clark, Scott and Mejia","Shawnberg","VT",3.2,329,"song","A"
"18556","b_19120","Nicholson, Woods and Mccarty","North Christopher","OR",1.6,257,"man, yes","A"
"18558","b_19122","Ho-Kaufman","Sanchezhaven","NH",2,13,"effect","B"
"18561","b_19126","Grimes, Williams and Townsend","East Dylanchester","CT",4.7,330,"leader","A"
"18562","b_19127","Raymond, West and Hernandez","Justinstad","KY",2.8,126,"maintain","A"
"18564","b_19129","Edwards and Sons","Johnsside","AK",2.2,284,"unit, understand","B"
"18565","b_19130","Rodriguez Group","Port Jamesstad","MS",2,206,"green","B"
"18566","b_19131","Hobbs, Stewart and Nelson","West Theresaport","NM",3.6,383,"edge","A"
"18567","b_19132","Dickerson Ltd","Stevenchester","CT",2.5,334,"price, old, human","B"
"18568","b_19133","Cook-White","New Taylorville","SD",3.5,186,"quite","A"
"18570","b_19135","Thompson, Green and Sexton","North Brad","NV",3.5,453,"girl","A"
"18571","b_19136","Ward-Brown","Turnerchester","WY",2.1,245,"degree","B"
"18572","b_19137","Fischer-Freeman","Petersonton","",1.2,464,"those, floor, environment","B"
"18573","b_19138","Collins-Elliott","Hansenport","AR",4.6,88,"leader","B"
"18575","b_19141","Bailey, Bell and Leach","Lake Kimberly","MA",3.9,214,"high, firm, example","B"
"18577","b_19143","Castillo Ltd","Jennyton","ND",3.2,392,"experience","B"
"18579","b_19145","Bennett Group","Mariachester","",1.8,342,"compare, out, paper","B"
"18581","b_19147","Bailey PLC","Taylorland","SC",4.6,175,"soon, take, economic","B"
"18582","b_19148","Austin, Scott and Gonzalez","Smithborough","NE",1.7,170,"","B"
"18584","b_19150","Abbott, Heath and Gutierrez","Evelynport","RI",3.1,150,"go","A"
"18585","b_19151","Snyder, Newton and Hunter","Danieltown","HI",3.9,214,"Mrs, book, film","B"
"18587","b_19153","Hall-Carr","Jeffville","KY",2.1,29,"never","B"
"18588","b_19154","Wood, Hanna and Smith","Lake Bonnie","KS",4.8,109,"","A"
"18589","b_19155","Meyer, Ramirez and Sanchez","West Brandymouth","MS",2.1,174,"sing","A"
"18590","b_19156","Medina-Walker","East Johnchester","SD",2.2,54,"need","A"
"18592","b_19158","Reese-Smith","Lake Jameston","WY",1.5,346,"debate","A"
"18594","b_19160","Richards Inc","Port Heather","HI",3.6,324,"until","B"
"18595","b_19161","Foster and Sons","Dustinport","VA",2.8,61,"better, involve, staff","B"
"18596","b_19162","Frey, Gibbs and Smith","Andrewville","MD",3.2,155,"traditional","A"
"18597","b_19163","Perez Ltd","Jaketon","MT",1.5,290,"alone","A"
"18598","b_19164","Acevedo-Brock","East Matthewfurt","AL",4.2,132,"act, figure","B"
"18599","b_19165","Flores-Peters","East Tara","AR",4.1,216,"window, house, heart","A"
"18600","b_19166","Aguirre Inc","North Tiffany","IA",1.1,480,"growth","B"
"18601","b_19167","Jackson, Solomon and Wilson","New David","UT",2.5,394,"bring","A"
"18602","b_19168","Spears, Contreras and Wall","Port Susanborough","NM",1.3,306,"study","B"
"18603","b_19169","Kelly-Sanders","South Johnhaven","CT",4.2,111,"scientist, take, chance","A"
"18604","b_19170","Zavala Inc","Lake Sharon","MA",3.9,283,"","A"
"18605","b_19171","Martin LLC","Wareburgh","MT",4.6,138,"machine, product","B"
"18606","b_19172","Maldonado Group","Lake Michelleburgh","VA",1.9,176,"create, like","B"
"18607","b_19173","Reynolds and Sons","","NM",2.8,211,"attorney, media, election","A"
"18610","b_19176","Parks, Gonzalez and Buchanan","Jimenezview","OK",3.1,80,"before, decision","A"
"18615","b_19182","Mitchell, Hall and Campos","Terrychester","IL",4.6,36,"","B"
"18616","b_19183","Banks-Clark","Allenside","OR",5,178,"student, during","B"
"18617","b_19184","Moody Group","Perezville","GA",4.7,272,"mind, power","A"
"18618","b_19185","Miller-Clark","East Anthonyport","GA",4.1,297,"soldier, or, enter","A"
"18619","b_19186","Brown, Kennedy and Gardner","North Johnathan","KY",4.2,82,"figure, challenge, discover","A"
"18621","b_19188","Martin Group","North Pamelamouth","PA",1.8,108,"black","B"
"18622","b_19189","Garcia, Allen and Miller","West Nancyton","CA",3.7,377,"information, your","A"
"18624","b_19191","Martinez, Stevens and Foley","Hammondborough","PA",4.9,395,"find, religious, crime","A"
"18627","b_19194","Woods-Young","Barbarafurt","ME",3.7,345,"us","A"
"18628","b_19195","Reyes-Adams","Elizabethtown","NM",4.9,440,"line","B"
"18629","b_19196","Turner-Johns","New Alisonbury","NV",1.7,42,"room, citizen","B"
"18630","b_19197","Ortega-Soto","North Vickimouth","ID",2.3,222,"religious","B"
"18631","b_19198","Stewart-Johnson","North Kimberly","OR",3.2,154,"food, cut, much","B"
"18633","b_19200","Chaney-Mccall","Port Juanview","AZ",1.1,319,"perform","B"
"18634","b_19201","Rivera-Norton","Tracyton","",2.3,319,"lead, west, evidence","A"
"18635","b_19202","Cohen-Madden","Shermanberg","RI",4.5,444,"opportunity","B"
"18636","b_19203","Miller, Jennings and West","New Mindy","MD",1.2,189,"it, carry, wish","A"
"18637","b_19204","Mcdonald, Acevedo and Gomez","New Ashley","NC",2.7,144,"then","A"
"18639","b_19206","Ellis, Gutierrez and Pennington","East Thomasfort","AZ",4.8,486,"above","A"
"18640","b_19207","Carroll-Nguyen","Port Todd","WI",4.9,404,"issue, thus","B"
"18642","b_19209","Mcclain, Navarro and Braun","Lake Mark","",4.8,39,"low","B"
"18643","b_19211","Stanley, Pena and Gross","Andersonmouth","FL",4,66,"speech, news, road","A"
"18644","b_19212","Johnson, Gallagher and Moore","Johnsonland","VT",3.6,183,"anything, sort, role","A"
"18646","b_19214","Myers PLC","Harrisfurt","CA",3,335,"window, scene, sense","B"
"18647","b_19215","Stokes-Allen","Oliviaton","",1.5,331,"must, job","B"
"18649","b_19217","Griffin-Hawkins","North Margaretbury","MD",2.4,244,"term, your, official","A"
"18650","b_19218","Campbell-Moore","Teresaborough","WI",3.5,116,"account, summer","A"
"18651","b_19219","Acevedo LLC","Michaelton","ME",1.6,195,"fund","A"
"18652","b_19220","Burns, Dominguez and Smith","Smithland","DE",1.8,275,"","A"
"18653","b_19221","Marshall Inc","Mistyview","FL",5,141,"natural, whatever","B"
"18654","b_19222","Booth, Gonzales and Whitaker","Thomastown","NV",4,339,"","B"
"18655","b_19223","Dawson-Mueller","Elainefurt","SD",4.8,338,"he, energy, child","A"
"18656","b_19224","Hill-Stone","Mitchellfurt","WA",2.2,327,"why","B"
"18661","b_19229","Manning PLC","Dyerburgh","NH",3.9,270,"service, quickly","A"
"18665","b_19233","Smith, Moore and Rice","New Alexandria","ID",3.3,499,"indicate","B"
"18666","b_19234","Maddox, Sandoval and Smith","New Joseph","WY",3.9,385,"best","B"
"18667","b_19235","Harris Inc","Lake Marissamouth","NV",2.9,342,"agency, center","B"
"18668","b_19236","Bailey-Gonzalez","Port Benjamin","TN",3.1,110,"goal, on","A"
"18669","b_19237","Schmidt Inc","New Kenneth","",1.6,361,"money, us, production","A"
"18670","b_19238","Smith-Shields","Johnstad","OH",4.7,438,"","A"
"18671","b_19239","Thomas, Howard and Moreno","East Kristy","NC",4.7,452,"school, prove, often","B"
"18672","b_19240","Ritter Group","New Monicashire","MA",3.7,129,"student, reflect","A"
"18673","b_19241","Smith, Mills and Daniels","Adamsberg","NC",1.1,330,"cost","B"
"18674","b_19242","Larson and Sons","Ramosfort","SC",3.1,456,"space, certainly, work","A"
"18675","b_19243","Ferguson, Gibson and Patterson","East Michelleshire","AK",3.5,386,"rich, worry, short","B"
"18676","b_19244","Bennett and Sons","North Eric","WY",5,212,"research, work","B"
"18677","b_19245","Gordon Inc","East Emilystad","WI",5,99,"ten","A"
"18678","b_19246","Hardy, Washington and Hernandez","Ortizburgh","TN",4.4,204,"put, far, particular","A"
"18679","b_19247","Palmer, Santos and Willis","East Jessica","SC",1.3,186,"manager, lawyer, character","B"
"18680","b_19248","Vargas Group","East Johnfort","GA",4.8,124,"draw","B"
"18681","b_19249","Curtis-Vega","East Brandonview","SD",3.5,342,"cultural, positive","A"
"18682","b_19250","Oliver-Brown","West Lindsey","TX",4.2,41,"foot, draw, time","A"
"18683","b_19251","Lucas, Sexton and Hamilton","West Maryville","KY",2.6,377,"court, letter","A"
"18686","b_19254","Knight Group","Matthewburgh","MS",1.6,451,"line, avoid, significant","A"
"18689","b_19257","Simpson Ltd","North Heather","NV",1.2,252,"","B"
"18690","b_19258","Ward LLC","North Christinehaven","DE",1.6,295,"rather, of","A"
"18691","b_19259","Adams PLC","East Vicki","CO",1.5,79,"candidate, set, southern","B"
"18694","b_19262","Trujillo Group","West Michaeltown","UT",1.7,167,"take, candidate","A"
"18696","b_19264","Holloway, Caldwell and Atkinson","Montesport","GA",4.7,313,"no, trip","B"
"18697","b_19265","Bush-Garcia","","OR",4.5,425,"best, vote","A"
"18699","b_19267","Haynes LLC","North Teresashire","RI",4,44,"cover, kitchen","A"
"18700","b_19268","Smith and Sons","South Caleb","GA",3.6,489,"knowledge, natural","A"
"18701","b_19269","Taylor-Matthews","Stacyfort","KY",4.1,469,"high, possible","B"
"18702","b_19270","Ramos-Wilson","South Anthonyborough","",3,333,"anything, two, which","A"
"18703","b_19271","Petty and Sons","South Jennifer","NY",5,425,"not, game, involve","B"
"18704","b_19272","Wilson, Gordon and Roberts","New Lisaport","MT",1.2,68,"thousand","A"
"18707","b_19275","Jimenez, Cummings and Mccormick","Port William","MI",2.8,377,"already","A"
"18709","b_19277","Atkinson, Ramsey and Wilson","Fitzpatrickchester","MS",3.2,384,"public, effort, plant","A"
"18710","b_19279","Johnson, Fernandez and Ray","Hunterstad","PA",2.6,216,"card, enough","A"
"18711","b_19280","Gibbs-Mckee","Victoriaside","OH",2.7,370,"clearly, alone","B"
"18713","b_19282","Gonzalez Inc","Amystad","VT",3.4,75,"","A"
"18715","b_19284","Coleman, Hancock and Torres","West Regina","TN",3.9,279,"everyone, early","B"
"18716","b_19285","Velez and Sons","New Monica","IN",4.1,242,"impact, both","B"
"18717","b_19286","Barnett-Wallace","South Cassandra","ID",3.5,166,"purpose, south","B"
"18718","b_19287","Campbell, Bass and Burke","Lake Michael","DE",1.9,115,"lay","A"
"18719","b_19288","Wells-Berry","West Stevenside","MA",4.5,163,"soldier","A"
"18720","b_19289","Doyle-Pena","New Williamtown","GA",3.9,27,"third, them, window","A"
"18721","b_19291","Knight, Johnson and Taylor","Tammymouth","FL",5,494,"cause, city","A"
"18722","b_19292","Miller-Moore","Matthewshaven","AK",4.2,322,"two","B"
"18724","b_19294","Simmons-Stevens","Port Anthonyport","KY",4.8,318,"your, discover","B"
"18725","b_19295","Harris-Soto","","VA",1.6,111,"manage, fly","B"
"18728","b_19298","Williams, Humphrey and Garcia","South Clayton","WA",2.3,189,"miss, million","A"
"18729","b_19299","Casey-Patterson","Lake Anthonystad","WI",4.4,486,"yet, senior","B"
"18730","b_19300","Scott PLC","Owensbury","RI",4,171,"attack","B"
"18731","b_19301","Griffin, Moore and Smith","Aprilside","WV",3.9,409,"happen, suffer","B"
"18734","b_19304","Sutton, Austin and Brooks","East Peterside","CA",3.9,224,"interesting","A"
"18736","b_19306","Wright LLC","Lawrenceport","AR",2.3,133,"both","B"
"18739","b_19309","Townsend-Lee","Davidborough","CO",3.4,202,"letter","B"
"18740","b_19310","Francis Group","West Stephanie","OK",4.3,337,"contain, list","B"
"18741","b_19311","","South Andrea","ME",3.2,62,"these, note",""
"18742","b_19312","Hughes PLC","South Rebecca","IA",1.9,179,"foreign","A"
"18743","b_19315","Schwartz Ltd","Smithville","AZ",4.9,156,"improve","B"
"18747","b_19319","Miller, Gibson and Hernandez","Edwardborough","MO",5,181,"teacher","A"
"18748","b_19320","James, Butler and Mcdaniel","Johnsonstad","",2.9,382,"enjoy, use","A"
"18749","b_19321","Black Inc","Hodgeborough","TN",4.9,420,"debate, friend, no","B"
"18750","b_19322","Myers, Porter and Richardson","West Phillip","MS",2.6,93,"laugh, environment","A"
"18751","b_19323","Ho-Brown","East Brianchester","WA",1.1,482,"small","B"
"18755","b_19327","","West Brittany","SD",3.2,136,"ready, civil, interview","A"
"18756","b_19328","Moreno Group","Emilyshire","TX",1.3,94,"nature, recently","A"
"18760","b_19332","Adams-Rosario","Amberborough","TN",3.4,16,"letter, young","B"
